     JOBID  PARTITION                                                                         NAME     USER   STATE           TIME
    253432   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253433   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253434   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253435   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253436   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253437   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253438   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253439   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253440   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253441   scopion4    spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253442   scopion4   spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253443   scopion4   spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253444   scopion4  spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253445   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253446   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253447   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253448   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253449   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253450   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253451   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253452   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253453   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253454   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253455   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253456   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253457   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253458   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253459   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253460   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253461   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253462   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253463   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253464   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253465   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253466   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253467   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253468   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253469   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253470   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253471   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
    253472   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253473   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253474   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253475   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253476   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253477   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253478   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253479   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253480   scopion4 spin15_L512_Jdis040_Dim035_P10_B40_BC=PBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253481   scopion4    spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253482   scopion4   spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253483   scopion4   spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253484   scopion4  spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253485   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253486   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253487   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253488   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253489   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253490   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253491   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253492   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253493   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253494   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253495   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253496   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253497   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253498   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253499   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253500   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253501   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253502   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253503   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253504   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253505   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253506   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253507   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253508   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253509   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253510   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253511   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
    253512   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253513   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253514   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253515   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253516   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253517   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253518   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253519   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253520   scopion4 spin15_L512_Jdis040_Dim025_P10_B40_BC=OBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253521   scopion4    spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253522   scopion4   spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253523   scopion4   spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253524   scopion4  spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253525   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253526   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253527   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253528   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253529   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253530   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253531   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253532   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253533   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253534   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253535   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253536   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253537   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253538   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253539   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253540   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253541   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253542   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253543   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253544   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253545   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253546   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253547   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253548   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253549   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253550   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253551   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
    253552   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253553   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253554   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253555   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253556   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253557   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253558   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253559   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253560   scopion4 spin15_L512_Jdis040_Dim026_P10_B40_BC=OBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253561   scopion4    spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253562   scopion4   spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253563   scopion4   spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253564   scopion4  spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253565   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253566   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253567   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253568   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253569   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253570   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253571   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253572   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253573   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253574   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253575   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253576   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253577   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253578   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253579   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253580   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253581   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253582   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253583   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253584   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253585   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253586   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253587   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253588   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253589   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253590   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253591   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
    253592   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253593   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253594   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253595   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253596   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253597   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253598   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253599   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253600   scopion4 spin15_L512_Jdis040_Dim027_P10_B40_BC=OBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253601   scopion4    spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253602   scopion4   spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253603   scopion4   spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253604   scopion4  spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253605   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253606   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253607   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253608   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253609   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253610   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253611   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253612   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253613   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253614   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253615   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253616   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253617   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253618   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253619   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253620   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253621   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253622   scopion4 spin15_L512_Jdis040_Dim028_P10_B40_BC=OBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
